"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"BAZ1B",0.260898309332718,6.19946688986647,2.20540425116352,0.0771356603567119,0.491709305049427,-4.73997998316428,0.432639660793049
"AURKA",0.321380248693844,6.32573937201339,2.20417179441054,0.077257082284473,0.491709305049427,-4.74160421599526,0.432639660793049
"PTK2B",0.721834370472087,2.466683449287,2.18658462305981,0.0790120176827063,0.493234456101576,-4.76478154570075,0.437322330429863
"PRKG2",0.323774348914477,6.64517856035275,2.13623385788667,0.0842733801770884,0.506008906211353,-4.83111988965705,0.447160541344678
"STRADA",0.225107712261418,4.94093397817795,2.11956158825874,0.0860959523368674,0.50819797241526,-4.85307582675196,0.447160541344678
"NEK8",-0.779937624560293,2.57504611421083,-2.10732002605207,0.0874605456871371,0.50819797241526,-4.86919222898425,0.447160541344678
"MASTL",0.330204937472684,3.35757854289442,2.10504803969384,0.0877162999374663,0.50819797241526,-4.8721828803374,0.447160541344678
"MAP3K9",-0.703699487341068,2.22545125368827,-2.10119647049187,0.0881516616903294,0.509020092702058,-4.87725238751562,0.447160541344678
"STK40",-0.402228466934583,3.84197532129224,-2.09934433162228,0.0883618253445378,0.509417271603221,-4.87969003519801,0.447160541344678
"RPS6KL1",-0.781938307620953,2.10685583290207,-2.09410660316681,0.0889590060204791,0.510233932232199,-4.88658291783449,0.447160541344678
"CHEK1",-0.399283252480787,3.95129175341733,-2.08038300752529,0.0905438690836726,0.513167372375883,-4.9046385659647,0.447160541344678
"CDK18",-0.334806816989756,3.77506673742404,-2.07989364757627,0.0906009261545769,0.513167372375883,-4.9052822667659,0.447160541344678
"PDK4",0.965546266862634,-0.393186886083826,2.07687428735316,0.0909538035559413,0.513167372375883,-4.90925370071246,0.447160541344678
"CAMK2A",-1.69386467397851,-0.671286088840331,-2.05774354007908,0.0932233414847184,0.516892816105361,-4.93440778470533,0.447160541344678
"LIMK1",0.288179275864345,4.69941471655773,2.05663682996049,0.0933564329676423,0.516892816105361,-4.93586243718167,0.447160541344678
"CSF1R",-0.960090946007009,-0.662694292382497,-2.04988000729238,0.0941733177729297,0.516924901771126,-4.94474227704794,0.447160541344678
"MAP4K5",0.481670977465503,4.47082983953813,2.04391983726564,0.0949000862918731,0.517107712865673,-4.95257326241909,0.447160541344678
"STK32A",-0.285252648972218,7.27231592825835,-2.03765500622221,0.0956703180441656,0.519293380666509,-4.96080254308509,0.447160541344678
"HCK",0.798670817822399,-1.90103683605649,2.03542276376025,0.095946335247968,0.519898155454985,-4.9637342350872,0.447160541344678
"GAK",-0.432249085682071,5.18212348868039,-2.02888491356573,0.0967595289044156,0.520786018872687,-4.97231905944565,0.447160541344678
"PDK1",0.266363369576524,6.96974308235363,2.01938553743281,0.0979539043720155,0.523636446653959,-4.98478825747697,0.448327485394994
"NEK11",0.36101138211707,2.86133585629382,1.9955008668927,0.101025233835789,0.527026531418892,-5.01611517437591,0.457978231535396
"CDC42BPB",-0.350304115889115,3.90900818313285,-1.98817830419283,0.101986749039395,0.527874961651475,-5.0257116822621,0.457978231535396
"MET",-0.434947874078768,4.52715223371718,-1.94045590578839,0.108489777534206,0.5339426281325,-5.08815239047299,0.468085011248059
"CDK8",0.171242717174931,4.14242654788468,1.9392686238847,0.108656923440107,0.5339426281325,-5.08970339936151,0.468085011248059
"SNRK",0.650457715022114,3.94225796452264,1.93850474821248,0.108764602488891,0.5339426281325,-5.09070122275408,0.468085011248059
"MAST2",-0.397890804869066,4.74121636100087,-1.93826233016585,0.108798797732099,0.5339426281325,-5.09101787364874,0.468085011248059
"WNK2",0.653172108249447,-1.97378619084296,1.93290446956741,0.109557408792971,0.535190791106096,-5.09801503088967,0.468085011248059
"STK17B",0.494781232785122,6.84867123921647,1.92883213393835,0.110137649705426,0.535932812887696,-5.10333155390103,0.468085011248059
"MAP2K2",-0.547033161008209,4.3645017332934,-1.91878613525928,0.111582612694017,0.537856994944324,-5.11644003526071,0.468218725977121
"CDK1",0.26698526852068,6.50491286315679,1.914971292985,0.112136417565949,0.538443579411665,-5.12141522274147,0.468218725977121
"HIPK1",0.217279894641921,4.68180318620988,1.90191227536452,0.114053695137467,0.542743517260825,-5.13843513910221,0.472083120742906
"STK35",-0.25896763699388,4.62576744737669,-1.89104667883342,0.115674582657541,0.544934774953489,-5.15258263866361,0.474292258262752
"SMG1",-0.35267799452285,6.4096803427228,-1.8771801497864,0.117777495930519,0.548909686571212,-5.17061850467605,0.474292258262752
"ERBB3",-0.167940270777293,7.12378719272209,-1.87430446520015,0.118218483245605,0.549663583511679,-5.17435608208212,0.474292258262752
"BMPR2",0.238130664388231,6.29199870961677,1.87200018417052,0.118573064565688,0.549901805913394,-5.17735029677034,0.474292258262752
